"ppltrst","lrscale","gender","age","married","urban","native","edulevel","paidwork","cntry"
NA,4,1,40,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,7,1,19,0,0,1,"Gymnasium",1,"DK"
NA,0,1,53,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,7,1,72,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,0,58,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,47,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,0,54,1,1,1,"Lang videreg?ende",1,"DK"
NA,4,1,15,0,0,1,"Grundskole",0,"DK"
NA,2,1,71,1,0,1,"Lang videreg?ende",0,"DK"
NA,3,1,26,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,2,1,51,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,1,0,73,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
7,6,1,45,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,0,70,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,4,0,68,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,1,42,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,8,1,44,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,4,1,67,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,4,0,37,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,0,1,42,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,2,1,63,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,1,0,65,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
8,5,1,16,0,0,1,"Gymnasium",0,"DK"
NA,2,0,40,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
8,7,0,33,1,0,1,"Erhvervsuddannelse",0,"DK"
5,7,1,59,1,1,0,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,0,74,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,4,1,52,1,0,1,"Lang videreg?ende",1,"DK"
NA,5,1,72,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,8,0,78,0,0,1,"Gymnasium",0,"DK"
NA,7,1,51,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,1,66,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,4,0,64,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,0,77,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,1,86,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,7,1,81,0,1,1,"Lang videreg?ende",0,"DK"
NA,4,0,43,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,0,1,24,1,1,1,"Lang videreg?ende",1,"DK"
NA,NA,0,62,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,4,1,52,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,63,1,1,1,"Erhvervsuddannelse",0,"DK"
NA,8,0,59,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,49,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,NA,1,22,0,0,1,"Gymnasium",1,"DK"
NA,7,1,20,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,7,1,19,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,3,0,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,9,0,79,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,1,65,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,2,0,66,1,0,0,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,1,19,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,53,0,1,0,"Erhvervsuddannelse",0,"DK"
NA,6,1,59,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,68,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,1,58,0,0,1,"Erhvervsuddannelse",1,"DK"
8,9,1,17,0,0,1,"Gymnasium",0,"DK"
NA,3,1,23,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,10,0,26,0,0,1,"Erhvervsuddannelse",1,"DK"
6,2,1,19,0,0,1,"Gymnasium",0,"DK"
NA,6,1,28,0,1,0,"Erhvervsuddannelse",0,"DK"
NA,4,1,27,0,0,1,"Lang videreg?ende",0,"DK"
NA,0,0,67,0,0,1,"Lang videreg?ende",0,"DK"
NA,6,1,22,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,8,0,48,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,1,0,73,1,0,1,"Grundskole",0,"DK"
NA,5,0,49,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,4,1,22,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,5,1,61,0,1,1,"Lang videreg?ende",0,"DK"
NA,5,0,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,0,52,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,4,1,34,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,1,1,30,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,2,0,37,1,1,0,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,33,0,0,1,"Lang videreg?ende",1,"DK"
NA,6,0,30,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,51,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,57,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,2,1,41,1,1,0,"Lang videreg?ende",1,"DK"
NA,8,0,55,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,8,0,22,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,5,1,72,1,0,1,"Lang videreg?ende",0,"DK"
NA,8,1,63,1,0,1,"Gymnasium",0,"DK"
NA,7,0,49,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,NA,0,48,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,8,1,41,1,0,0,"Erhvervsuddannelse",1,"DK"
NA,7,1,45,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,58,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,NA,0,74,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,6,0,42,1,1,1,"Gymnasium",1,"DK"
NA,5,0,68,1,0,1,"Grundskole",0,"DK"
NA,8,1,70,0,0,1,"Lang videreg?ende",1,"DK"
NA,6,1,73,1,1,0,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,1,21,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,2,1,60,1,1,1,"Lang videreg?ende",1,"DK"
NA,3,0,61,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,1,15,0,1,1,"Grundskole",1,"DK"
NA,10,0,66,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,1,32,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,NA,1,74,1,1,1,"Lang videreg?ende",0,"DK"
NA,9,1,63,1,0,1,"Lang videreg?ende",1,"DK"
NA,5,0,23,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,5,1,16,0,1,1,"Grundskole",0,"DK"
NA,5,1,36,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,64,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,5,1,77,0,0,1,"Gymnasium",0,"DK"
NA,NA,0,35,0,0,1,"Erhvervsuddannelse",1,"DK"
6,4,0,45,0,1,1,"Lang videreg?ende",1,"DK"
NA,3,0,22,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,3,1,27,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,4,1,65,1,0,1,"Gymnasium",1,"DK"
NA,6,0,74,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,1,42,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,1,73,1,0,1,"Grundskole",1,"DK"
NA,8,1,60,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,57,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,9,1,73,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,7,0,21,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,19,0,0,1,"Gymnasium",0,"DK"
NA,4,1,22,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,8,0,76,0,0,1,"Grundskole",0,"DK"
NA,3,0,57,0,0,1,"Lang videreg?ende",1,"DK"
NA,5,0,59,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,0,42,1,0,1,"Lang videreg?ende",1,"DK"
NA,7,0,58,0,0,1,"Gymnasium",1,"DK"
NA,5,0,64,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,1,1,67,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,6,1,28,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,8,1,84,1,0,1,"Lang videreg?ende",0,"DK"
NA,7,1,45,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,4,1,20,0,1,1,"Gymnasium",1,"DK"
NA,6,1,43,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,16,0,0,0,"Grundskole",0,"DK"
NA,5,0,69,0,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,0,61,1,0,0,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,1,22,0,1,0,"Erhvervsuddannelse",0,"DK"
NA,1,1,72,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,4,0,34,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,1,66,1,0,1,"Lang videreg?ende",0,"DK"
NA,3,1,30,0,1,1,"Lang videreg?ende",0,"DK"
NA,2,0,57,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,1,59,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,0,0,48,1,1,1,"Gymnasium",0,"DK"
NA,7,0,46,1,1,1,"Lang videreg?ende",1,"DK"
NA,8,1,63,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,7,1,37,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,29,1,0,0,"Kort/Mellemlang videreg?ende",0,"DK"
NA,9,0,49,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,64,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,0,20,0,0,1,"Gymnasium",1,"DK"
NA,6,1,28,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,1,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,59,1,0,0,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,0,32,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,28,0,0,1,"Gymnasium",0,"DK"
NA,8,0,74,1,0,0,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,0,56,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,1,1,58,1,0,0,"Erhvervsuddannelse",1,"DK"
NA,7,1,50,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,73,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,0,24,0,1,1,"Gymnasium",1,"DK"
NA,8,1,48,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,8,1,76,1,1,0,"Kort/Mellemlang videreg?ende",0,"DK"
NA,9,0,63,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,0,72,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,7,1,52,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,1,65,1,0,1,"Erhvervsuddannelse",0,"DK"
6,3,1,28,0,0,0,"Gymnasium",0,"DK"
NA,3,0,32,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
6,5,0,17,0,0,1,"Gymnasium",0,"DK"
NA,4,1,71,0,0,1,"Grundskole",0,"DK"
NA,5,0,70,1,0,1,"Gymnasium",1,"DK"
NA,3,1,41,1,0,0,"Lang videreg?ende",1,"DK"
NA,6,1,46,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,4,1,18,0,0,1,"Gymnasium",1,"DK"
NA,6,1,74,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,0,52,1,0,1,"Lang videreg?ende",1,"DK"
NA,10,0,44,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
10,7,0,44,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,4,1,28,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,0,58,1,1,1,"Erhvervsuddannelse",0,"DK"
88,7,1,54,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,8,0,38,1,1,1,"Gymnasium",0,"DK"
NA,0,1,59,1,1,1,"Gymnasium",1,"DK"
9,NA,0,26,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,9,0,38,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,7,1,27,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,10,0,70,1,1,1,"Erhvervsuddannelse",0,"DK"
NA,8,1,58,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,0,1,28,0,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,1,43,0,0,1,"Erhvervsuddannelse",1,"DK"
8,4,1,39,1,1,1,"Lang videreg?ende",1,"DK"
NA,2,1,31,0,0,1,"Lang videreg?ende",1,"DK"
8,6,0,21,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,5,1,70,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,NA,0,76,0,1,1,"Gymnasium",0,"DK"
NA,9,1,73,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,4,1,40,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,4,0,39,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,0,57,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,0,76,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,6,1,76,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,3,0,31,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,0,57,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,68,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,1,17,0,0,1,"Gymnasium",1,"DK"
NA,5,1,57,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,0,28,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,0,74,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,4,0,49,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,36,1,0,1,"Lang videreg?ende",1,"DK"
NA,3,0,25,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,76,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,8,1,43,0,1,1,"Gymnasium",0,"DK"
NA,8,1,44,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,0,62,1,1,1,"Lang videreg?ende",1,"DK"
NA,5,1,56,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,9,1,44,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,79,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,25,0,1,1,"Lang videreg?ende",1,"DK"
NA,5,0,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
8,2,0,15,0,0,1,"Gymnasium",0,"DK"
NA,4,1,89,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,8,1,77,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,8,0,74,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,1,64,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,75,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,8,1,57,1,0,1,"Gymnasium",1,"DK"
NA,2,0,34,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,1,40,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,45,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,7,0,55,1,0,1,"Lang videreg?ende",0,"DK"
NA,4,1,21,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,7,0,46,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,72,1,1,1,"Lang videreg?ende",0,"DK"
NA,3,0,35,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,1,55,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,9,1,51,1,1,1,"Lang videreg?ende",1,"DK"
NA,7,0,43,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
6,6,0,15,0,1,1,"Gymnasium",1,"DK"
NA,8,0,57,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,0,53,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,2,0,61,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,0,32,1,0,0,"Lang videreg?ende",1,"DK"
NA,7,1,57,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,0,1,26,0,1,1,"Gymnasium",1,"DK"
NA,2,0,79,1,0,1,"Grundskole",0,"DK"
NA,6,1,36,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,NA,0,23,0,1,1,"Lang videreg?ende",1,"DK"
7,4,0,32,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,1,55,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,4,1,53,1,1,1,"Lang videreg?ende",1,"DK"
NA,10,1,29,1,0,0,"Erhvervsuddannelse",0,"DK"
NA,6,0,44,1,1,0,"Lang videreg?ende",1,"DK"
6,8,1,16,0,1,1,"Lang videreg?ende",0,"DK"
NA,6,1,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,0,80,0,0,1,"Gymnasium",0,"DK"
NA,5,1,44,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,1,0,35,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,3,1,23,0,0,1,"Gymnasium",1,"DK"
NA,3,0,44,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,3,0,63,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,22,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,3,0,21,0,1,1,"Erhvervsuddannelse",0,"DK"
8,7,1,50,1,0,1,"Lang videreg?ende",1,"DK"
NA,3,0,68,0,1,1,"Lang videreg?ende",0,"DK"
NA,3,1,59,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,8,1,42,0,1,1,"Lang videreg?ende",1,"DK"
NA,1,1,75,1,1,1,"Lang videreg?ende",0,"DK"
NA,NA,0,72,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,NA,1,50,1,0,1,"Gymnasium",1,"DK"
NA,7,1,24,0,0,1,"Lang videreg?ende",1,"DK"
8,3,1,15,0,1,1,"Gymnasium",0,"DK"
NA,6,0,70,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,1,1,34,1,0,1,"Lang videreg?ende",1,"DK"
NA,2,0,71,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,0,44,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,84,1,0,1,"Grundskole",0,"DK"
NA,8,0,61,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,0,38,1,0,1,"Lang videreg?ende",1,"DK"
NA,5,0,49,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,0,1,52,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,8,1,33,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,9,0,77,1,0,1,"Gymnasium",0,"DK"
NA,7,1,60,1,1,1,"Lang videreg?ende",1,"DK"
NA,7,1,34,1,1,1,"Erhvervsuddannelse",1,"DK"
NA,NA,1,30,0,0,0,"Erhvervsuddannelse",1,"DK"
NA,8,0,47,1,0,1,"Lang videreg?ende",1,"DK"
NA,2,0,19,0,0,1,"Gymnasium",0,"DK"
NA,6,1,76,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,2,1,48,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,17,0,0,1,"Gymnasium",0,"DK"
NA,3,0,34,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,0,49,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,1,38,0,0,1,"Lang videreg?ende",1,"DK"
NA,3,1,25,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,3,0,36,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,0,79,1,0,1,"Grundskole",0,"DK"
NA,3,0,69,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,0,60,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,0,64,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,10,1,53,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,9,0,37,1,0,1,"Gymnasium",0,"DK"
NA,8,1,17,0,0,1,"Gymnasium",0,"DK"
NA,3,0,26,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,8,1,64,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,0,15,0,1,1,"Gymnasium",0,"DK"
NA,3,1,45,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,1,82,1,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
9,9,0,47,0,0,1,"Lang videreg?ende",1,"DK"
NA,5,1,77,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,2,0,38,0,0,1,"Lang videreg?ende",0,"DK"
NA,5,1,41,1,1,1,"Gymnasium",1,"DK"
NA,2,0,45,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,1,0,67,1,1,0,"Lang videreg?ende",0,"DK"
NA,3,1,17,0,1,1,"Gymnasium",1,"DK"
NA,10,0,67,0,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,6,0,59,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,NA,0,68,1,1,1,"Grundskole",0,"DK"
NA,2,0,72,1,1,1,"Lang videreg?ende",1,"DK"
NA,2,0,76,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,6,1,48,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,0,54,0,0,1,"Gymnasium",1,"DK"
8,7,0,30,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,NA,0,69,0,0,1,"Grundskole",0,"DK"
NA,5,1,45,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,0,0,73,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,1,43,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,7,0,77,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,1,55,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,1,57,1,1,1,"Lang videreg?ende",1,"DK"
NA,7,1,38,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,2,0,63,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,0,46,0,0,1,"Erhvervsuddannelse",0,"DK"
NA,4,1,32,1,1,1,"Lang videreg?ende",1,"DK"
NA,2,0,35,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,1,37,1,1,1,"Lang videreg?ende",1,"DK"
NA,2,0,59,0,0,1,"Gymnasium",1,"DK"
NA,10,1,78,1,0,1,"Gymnasium",0,"DK"
NA,6,1,75,1,1,1,"Lang videreg?ende",1,"DK"
NA,3,1,68,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,7,0,53,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,4,0,73,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,7,0,74,1,0,1,"Lang videreg?ende",0,"DK"
NA,2,1,29,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,6,1,66,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,1,58,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,1,0,18,0,1,1,"Gymnasium",0,"DK"
NA,4,0,25,0,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,1,42,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,2,1,51,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,1,29,0,1,1,"Gymnasium",0,"DK"
NA,6,0,43,1,1,1,"Lang videreg?ende",1,"DK"
NA,7,1,43,0,1,1,"Lang videreg?ende",1,"DK"
NA,5,0,77,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,1,1,73,1,1,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,7,1,26,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,33,0,1,0,"Gymnasium",0,"DK"
NA,NA,0,60,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,6,0,55,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,8,0,69,0,1,1,"Erhvervsuddannelse",0,"DK"
NA,6,1,49,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,1,0,59,1,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
8,1,0,90,0,1,1,"Lang videreg?ende",0,"DK"
NA,NA,0,58,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,5,0,28,1,0,0,"Kort/Mellemlang videreg?ende",0,"DK"
NA,3,0,58,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,5,0,79,0,0,1,"Lang videreg?ende",0,"DK"
NA,4,0,49,1,1,1,"Lang videreg?ende",1,"DK"
NA,8,1,50,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,0,59,1,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,0,16,0,1,1,"Gymnasium",0,"DK"
7,5,1,15,0,0,1,"Lang videreg?ende",0,"DK"
NA,5,1,69,1,0,1,"Lang videreg?ende",0,"DK"
NA,5,1,56,0,1,1,"Gymnasium",0,"DK"
NA,2,0,70,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,5,1,74,1,0,1,"Erhvervsuddannelse",0,"DK"
NA,2,0,80,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
NA,NA,1,52,1,0,0,"Erhvervsuddannelse",0,"DK"
NA,8,0,77,0,0,1,"Kort/Mellemlang videreg?ende",0,"DK"
8,8,1,66,1,0,1,"Erhvervsuddannelse",0,"DK"
8,7,0,43,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,3,1,61,1,0,1,"Erhvervsuddannelse",1,"DK"
NA,6,0,49,0,0,1,"Kort/Mellemlang videreg?ende",1,"DK"
NA,7,1,54,0,1,1,"Erhvervsuddannelse",1,"DK"
NA,8,0,52,1,0,0,"Lang videreg?ende",1,"DK"
NA,6,1,66,0,0,1,"Grundskole",0,"DK"
NA,6,1,66,0,1,1,"Lang videreg?ende",0,"DK"
NA,7,1,27,0,0,1,"Erhvervsuddannelse",1,"DK"
NA,4,0,46,1,0,0,"Gymnasium",1,"DK"
NA,1,0,63,0,1,1,"Kort/Mellemlang videreg?ende",1,"DK"
