"ppltrst","lrscale","gender","age","married","urban","native","edulevel","paidwork","cntry"
NA,5,0,45,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,0,51,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,19,0,0,0,"Gymnasium",0,"NO"
NA,2,0,29,0,1,1,"Lang videreg?ende",1,"NO"
NA,5,1,61,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,67,0,0,1,"Lang videreg?ende",1,"NO"
NA,5,0,29,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,0,75,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,46,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,0,16,0,0,1,"Gymnasium",0,"NO"
NA,7,0,77,1,1,1,"Lang videreg?ende",0,"NO"
NA,8,1,70,0,0,1,"Gymnasium",0,"NO"
NA,2,0,39,1,1,1,"Lang videreg?ende",1,"NO"
NA,8,1,26,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,1,87,1,1,1,"Lang videreg?ende",0,"NO"
NA,1,1,77,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,0,32,0,1,1,"Lang videreg?ende",1,"NO"
NA,5,1,16,0,1,1,"Grundskole",0,"NO"
NA,3,0,49,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,51,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,63,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,8,1,22,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,5,0,74,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,23,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,1,68,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,27,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,43,0,1,1,"Lang videreg?ende",0,"NO"
7,7,0,35,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,6,0,55,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,8,0,45,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,0,75,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,21,0,0,0,"Erhvervsuddannelse",1,"NO"
NA,5,1,43,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,73,1,0,1,"Lang videreg?ende",1,"NO"
NA,2,0,49,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,0,78,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,66,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,8,1,74,1,1,0,"Kort/Mellemlang videreg?ende",0,"NO"
NA,NA,1,37,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,7,0,72,0,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,26,1,0,0,"Gymnasium",1,"NO"
NA,3,1,64,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,1,0,71,1,0,1,"Lang videreg?ende",0,"NO"
NA,0,0,63,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,1,34,0,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,71,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,35,0,0,1,"Lang videreg?ende",1,"NO"
NA,6,1,55,0,0,1,"Lang videreg?ende",1,"NO"
NA,7,0,57,0,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,62,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,73,1,1,1,"Gymnasium",0,"NO"
NA,5,1,43,0,0,0,"Lang videreg?ende",1,"NO"
NA,3,1,64,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,0,999,0,1,1,"Erhvervsuddannelse",1,"NO"
8,3,1,40,0,1,1,"Gymnasium",1,"NO"
NA,5,0,48,0,0,1,"Erhvervsuddannelse",0,"NO"
5,6,0,22,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,8,0,50,1,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,82,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,6,0,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,0,65,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,8,1,55,1,0,1,"Lang videreg?ende",1,"NO"
NA,4,0,59,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,55,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,22,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,16,0,0,1,"Grundskole",0,"NO"
NA,5,0,28,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,1,65,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,67,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,55,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,69,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,3,1,43,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,79,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,69,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,58,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,40,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,9,0,36,0,0,1,"Lang videreg?ende",1,"NO"
7,6,1,60,0,0,1,"Erhvervsuddannelse",1,"NO"
8,3,0,33,1,0,1,"Lang videreg?ende",1,"NO"
NA,6,0,75,1,1,1,"Lang videreg?ende",0,"NO"
NA,5,0,22,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,51,0,1,1,"Lang videreg?ende",1,"NO"
NA,6,1,34,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,53,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,9,0,54,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,1,46,1,0,0,"Lang videreg?ende",1,"NO"
NA,8,1,999,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,4,1,26,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,9,1,63,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,8,0,56,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,35,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,0,33,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,0,27,0,1,1,"Lang videreg?ende",1,"NO"
NA,7,1,17,0,0,1,"Gymnasium",0,"NO"
NA,3,0,40,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,32,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,0,999,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,1,999,0,0,1,"Gymnasium",0,"NO"
2,5,1,27,0,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,3,0,39,1,0,1,"Lang videreg?ende",0,"NO"
NA,6,1,999,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,30,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,38,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,0,62,0,1,1,"Lang videreg?ende",1,"NO"
NA,4,0,28,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,61,1,0,1,"Lang videreg?ende",1,"NO"
NA,10,0,34,1,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,49,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,39,0,1,1,"Lang videreg?ende",1,"NO"
NA,4,1,24,1,0,0,"Erhvervsuddannelse",0,"NO"
8,5,0,47,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,1,76,1,0,1,"Gymnasium",0,"NO"
NA,5,1,57,0,0,1,"Gymnasium",1,"NO"
NA,4,1,33,0,1,1,"Lang videreg?ende",1,"NO"
NA,3,0,22,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,9,1,58,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,75,0,1,1,"Erhvervsuddannelse",1,"NO"
5,NA,1,32,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,74,1,0,1,"Lang videreg?ende",0,"NO"
NA,2,1,999,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,52,0,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,52,1,1,1,"Lang videreg?ende",1,"NO"
NA,5,0,26,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,35,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,46,1,0,1,"Lang videreg?ende",1,"NO"
NA,9,1,64,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,1,30,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,1,59,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,10,1,54,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,0,57,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,0,1,59,1,0,1,"Gymnasium",1,"NO"
NA,5,0,18,0,0,1,"Gymnasium",0,"NO"
NA,6,1,48,1,1,1,"Lang videreg?ende",1,"NO"
NA,0,1,58,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,73,1,1,1,"Lang videreg?ende",0,"NO"
NA,3,0,74,1,0,1,"Erhvervsuddannelse",0,"NO"
8,7,0,33,1,1,1,"Erhvervsuddannelse",1,"NO"
9,5,0,33,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,0,40,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,0,78,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,41,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,60,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,6,1,30,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,50,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,27,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,33,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,71,1,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,3,0,23,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,68,1,0,1,"Gymnasium",0,"NO"
NA,7,0,21,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,34,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,68,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,0,77,1,0,1,"Gymnasium",0,"NO"
NA,5,1,72,1,0,1,"Gymnasium",0,"NO"
NA,NA,0,15,0,1,1,"Grundskole",0,"NO"
NA,8,1,45,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,87,1,0,1,"Erhvervsuddannelse",0,"NO"
5,5,0,49,0,0,0,"Erhvervsuddannelse",1,"NO"
NA,6,1,33,1,1,0,"Lang videreg?ende",1,"NO"
NA,8,0,72,1,0,1,"Gymnasium",0,"NO"
NA,6,0,54,0,1,1,"Lang videreg?ende",1,"NO"
NA,4,1,47,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,40,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,49,0,0,1,"Lang videreg?ende",1,"NO"
NA,3,1,46,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,10,0,80,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,2,1,999,0,0,1,"Erhvervsuddannelse",1,"NO"
8,7,0,47,1,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,56,1,1,1,"Lang videreg?ende",1,"NO"
NA,10,0,18,0,0,1,"Gymnasium",0,"NO"
NA,6,1,45,0,1,1,"Gymnasium",1,"NO"
5,10,0,69,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,53,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,0,72,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,49,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,74,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,3,0,43,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,0,70,1,0,1,"Gymnasium",0,"NO"
NA,7,0,76,0,0,1,"Gymnasium",0,"NO"
7,7,0,26,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,80,0,0,1,"Gymnasium",0,"NO"
NA,7,0,47,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,49,1,0,1,"Lang videreg?ende",1,"NO"
3,2,1,39,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,73,0,1,1,"Lang videreg?ende",0,"NO"
NA,5,0,64,0,0,1,"Gymnasium",0,"NO"
NA,3,1,43,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,75,0,1,1,"Lang videreg?ende",1,"NO"
NA,8,1,55,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,46,1,1,1,"Lang videreg?ende",1,"NO"
NA,5,1,29,0,0,0,"Kort/Mellemlang videreg?ende",1,"NO"
9,3,0,51,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,1,77,1,0,1,"Gymnasium",0,"NO"
NA,0,1,78,1,0,1,"Gymnasium",0,"NO"
7,7,1,26,0,1,0,"Erhvervsuddannelse",1,"NO"
NA,7,1,48,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,27,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,24,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,24,0,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,54,1,1,1,"Lang videreg?ende",1,"NO"
NA,3,1,51,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,18,0,1,1,"Gymnasium",0,"NO"
NA,3,0,60,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,64,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,16,0,0,1,"Grundskole",0,"NO"
NA,5,0,24,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,35,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,0,45,0,0,1,"Gymnasium",0,"NO"
NA,7,0,30,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,1,21,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,8,1,69,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,6,1,35,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,40,0,1,0,"Gymnasium",1,"SE"
NA,2,0,57,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,8,1,70,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,NA,0,76,0,0,1,"Erhvervsuddannelse",0,"SE"
5,5,0,48,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,8,0,29,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,0,29,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,1,71,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,1,0,23,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,4,1,75,1,0,1,"Grundskole",0,"SE"
NA,4,1,65,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,0,58,1,1,1,"Lang videreg?ende",1,"SE"
7,5,1,23,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,5,0,66,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,72,0,1,1,"Lang videreg?ende",0,"SE"
NA,5,0,68,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,8,1,66,1,0,1,"Lang videreg?ende",1,"SE"
NA,6,0,54,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,66,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,4,0,51,0,1,1,"Lang videreg?ende",1,"SE"
NA,4,1,30,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,25,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,0,57,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,1,35,0,1,0,"Erhvervsuddannelse",0,"SE"
NA,10,1,60,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,8,0,69,1,0,1,"Grundskole",0,"SE"
8,7,0,36,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,1,55,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,1,20,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,3,1,56,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,33,0,1,0,"Lang videreg?ende",1,"SE"
NA,5,1,69,1,0,0,"Erhvervsuddannelse",0,"SE"
NA,7,0,52,0,0,1,"Gymnasium",1,"SE"
NA,6,1,26,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,2,1,75,1,0,1,"Grundskole",0,"SE"
NA,8,1,52,0,0,0,"Erhvervsuddannelse",1,"SE"
NA,4,1,51,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,6,0,74,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
9,NA,1,16,0,0,1,"Gymnasium",0,"SE"
NA,4,1,64,1,0,1,"Lang videreg?ende",1,"SE"
NA,6,1,63,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,0,72,1,0,0,"Erhvervsuddannelse",0,"SE"
4,NA,1,50,1,1,0,"Gymnasium",1,"SE"
NA,5,0,67,1,1,1,"Gymnasium",0,"SE"
NA,5,1,46,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,23,0,1,0,"Gymnasium",0,"SE"
NA,0,1,70,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,17,0,0,1,"Gymnasium",0,"SE"
NA,5,0,49,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,0,58,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,NA,0,50,1,0,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,0,46,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,0,27,0,1,1,"Lang videreg?ende",1,"SE"
NA,7,0,43,1,0,1,"Lang videreg?ende",1,"SE"
NA,5,0,34,0,0,1,"Erhvervsuddannelse",1,"SE"
7,7,0,42,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,1,70,1,0,1,"Gymnasium",1,"SE"
NA,5,0,72,1,0,1,"Gymnasium",0,"SE"
NA,4,0,53,1,0,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,56,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,1,42,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,1,42,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,0,30,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,NA,0,39,1,1,1,"Lang videreg?ende",1,"SE"
3,1,0,64,1,0,0,"Gymnasium",0,"SE"
NA,7,0,67,1,1,0,"Lang videreg?ende",0,"SE"
NA,6,0,24,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,80,1,0,1,"Grundskole",0,"SE"
NA,7,0,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
7,4,0,53,1,0,1,"Lang videreg?ende",1,"SE"
NA,5,1,75,0,0,1,"Gymnasium",0,"SE"
NA,10,1,65,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,1,1,73,0,0,1,"Lang videreg?ende",1,"SE"
NA,3,0,81,0,0,1,"Grundskole",0,"SE"
NA,1,1,41,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,65,1,0,1,"Lang videreg?ende",1,"SE"
NA,6,0,35,1,0,1,"Lang videreg?ende",1,"SE"
NA,8,1,42,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,78,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,8,1,41,1,0,1,"Lang videreg?ende",1,"SE"
5,5,1,16,0,1,1,"Grundskole",0,"SE"
NA,3,1,60,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,70,0,0,1,"Lang videreg?ende",1,"SE"
NA,7,0,21,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,1,0,65,1,1,1,"Lang videreg?ende",0,"SE"
7,6,1,48,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,1,1,46,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,1,1,75,1,1,1,"Grundskole",0,"SE"
8,6,0,25,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,0,86,1,0,1,"Gymnasium",0,"SE"
NA,10,1,54,1,0,1,"Gymnasium",0,"SE"
NA,0,1,81,1,0,1,"Grundskole",0,"SE"
NA,4,1,18,0,1,0,"Lang videreg?ende",0,"SE"
0,5,1,27,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,67,1,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,6,0,18,0,0,1,"Gymnasium",0,"SE"
NA,4,0,29,0,1,1,"Lang videreg?ende",1,"SE"
8,5,1,44,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,49,1,1,1,"Lang videreg?ende",1,"SE"
NA,5,0,37,0,0,1,"Lang videreg?ende",1,"SE"
NA,7,0,73,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,49,1,0,1,"Gymnasium",1,"SE"
NA,5,1,69,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,56,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,2,0,71,1,1,1,"Gymnasium",0,"SE"
NA,7,1,39,1,1,1,"Lang videreg?ende",1,"SE"
NA,5,1,21,0,0,0,"Gymnasium",1,"SE"
NA,NA,0,89,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,22,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,0,67,1,1,0,"Erhvervsuddannelse",0,"SE"
NA,3,1,61,1,0,1,"Gymnasium",1,"SE"
NA,5,0,75,1,1,1,"Lang videreg?ende",0,"SE"
NA,0,0,69,0,1,1,"Erhvervsuddannelse",0,"SE"
8,6,1,57,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,1,69,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,0,73,0,0,1,"Gymnasium",0,"SE"
NA,7,1,77,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,9,1,43,1,1,1,"Lang videreg?ende",1,"SE"
NA,7,1,78,1,1,1,"Lang videreg?ende",0,"SE"
NA,5,1,48,0,1,1,"Lang videreg?ende",1,"SE"
NA,4,1,67,0,0,1,"Gymnasium",0,"SE"
NA,4,1,62,1,0,1,"Lang videreg?ende",1,"SE"
NA,2,1,56,1,1,1,"Erhvervsuddannelse",1,"SE"
0,6,1,34,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,1,74,1,0,1,"Grundskole",0,"SE"
NA,5,1,57,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,1,49,1,0,1,"Erhvervsuddannelse",1,"SE"
5,5,0,30,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,67,1,0,1,"Gymnasium",0,"SE"
NA,NA,0,48,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,23,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,60,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,1,44,0,0,1,"Grundskole",0,"SE"
NA,3,0,19,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,61,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,60,1,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,1,70,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,4,1,63,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,79,1,0,1,"Grundskole",0,"SE"
NA,4,0,61,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,0,69,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,47,1,1,1,"Lang videreg?ende",1,"SE"
NA,5,1,61,0,1,1,"Lang videreg?ende",1,"SE"
NA,7,1,44,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,51,1,0,0,"Lang videreg?ende",1,"SE"
NA,NA,0,25,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,9,0,69,1,1,1,"Erhvervsuddannelse",0,"SE"
9,7,0,50,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,1,1,41,1,1,1,"Lang videreg?ende",1,"SE"
NA,1,1,23,0,0,1,"Erhvervsuddannelse",1,"SE"
6,4,0,17,0,1,0,"Gymnasium",1,"SE"
8,6,0,61,1,0,1,"Gymnasium",1,"SE"
NA,5,0,80,0,0,1,"Grundskole",0,"SE"
NA,NA,0,77,1,0,0,"Erhvervsuddannelse",1,"SE"
NA,7,0,39,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,8,0,72,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,6,1,45,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,69,0,1,1,"Gymnasium",0,"SE"
NA,NA,0,50,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,0,71,1,0,1,"Lang videreg?ende",0,"SE"
NA,3,0,37,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,58,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,47,1,1,0,"Lang videreg?ende",1,"SE"
NA,6,0,56,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,65,1,1,0,"Erhvervsuddannelse",1,"SE"
NA,6,1,65,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,8,1,75,0,0,1,"Erhvervsuddannelse",0,"SE"
6,4,1,24,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,0,1,67,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,49,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,8,1,52,1,1,1,"Lang videreg?ende",1,"SE"
NA,5,1,20,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,5,0,73,1,0,1,"Erhvervsuddannelse",0,"SE"
7,7,0,52,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,1,59,1,0,1,"Lang videreg?ende",1,"SE"
NA,8,1,55,1,0,1,"Gymnasium",1,"SE"
NA,5,0,58,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,42,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,44,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,2,1,63,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,84,1,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,0,55,1,0,0,"Erhvervsuddannelse",1,"SE"
NA,6,0,86,1,1,1,"Lang videreg?ende",0,"SE"
NA,5,0,41,0,1,0,"Lang videreg?ende",1,"SE"
NA,6,0,68,1,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,9,0,68,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,6,0,62,1,0,1,"Erhvervsuddannelse",1,"SE"
